,鄉鎮市區,交易標的,都市土地使用分區,交易年,總樓層數,建物型態,主要建材,有無管理組織,車位總價元,房間數,建物移轉總面積坪,每坪價格,屋齡,車位,樓層比
0,西區,房地(土地+建物),住,7,3,公寓(5樓含以下無電梯),4,0,0.0,6,19.46285,16.698479410774887,45,0,1.0
1,西區,房地(土地+建物),住,7,7,華廈(10層含以下有電梯),4,1,0.0,3,8.9298,16.797688638043404,26,0,0.5714285714285714
3,南區,房地(土地+建物)+車位,住,7,14,住宅大樓(11層含以上有電梯),4,1,0.0,5,31.1333,19.27196924193709,19,1,0.6428571428571429
10,西區,房地(土地+建物)+車位,住,7,5,華廈(10層含以下有電梯),4,1,100.0,6,44.355574999999995,19.5014944570102,27,1,1.0
17,西區,房地(土地+建物),商,7,12,套房(1房1廳1衛),4,1,0.0,2,11.044274999999999,10.41263460027933,25,0,0.6666666666666666
21,南區,房地(土地+建物),住,7,14,住宅大樓(11層含以上有電梯),4,1,0.0,7,32.600425,17.484434635438035,21,0,0.6428571428571429
29,北區,房地(土地+建物),住,7,5,公寓(5樓含以下無電梯),4,0,0.0,6,20.367324999999997,17.920860986899363,36,0,0.4
30,北區,房地(土地+建物),商,7,12,套房(1房1廳1衛),4,1,0.0,2,8.394375,13.104013104013104,37,0,0.5833333333333334
32,北區,房地(土地+建物)+車位,住,7,17,住宅大樓(11層含以上有電梯),4,0,0.0,7,48.257825,17.820944064511817,25,1,0.47058823529411764
35,北區,房地(土地+建物),住,7,2,透天厝,5,0,0.0,9,34.270225,25.38646886619507,31,0,1.0
36,北屯區,房地(土地+建物)+車位,住,7,16,住宅大樓(11層含以上有電梯),4,1,0.0,7,61.870325,12.122128015328835,26,1,0.4375
37,北屯區,房地(土地+建物),住,7,5,公寓(5樓含以下無電梯),4,0,0.0,6,29.3909,12.18064094668758,31,0,0.4
39,北區,房地(土地+建物),住,7,5,套房(1房1廳1衛),4,1,0.0,3,6.210325,18.517549403614144,31,0,0.8
41,北區,房地(土地+建物),商,7,12,住宅大樓(11層含以上有電梯),4,1,0.0,3,21.323224999999997,16.88299964006383,10,0,0.5833333333333334
45,北屯區,房地(土地+建物),住,7,7,套房(1房1廳1衛),4,1,0.0,3,9.398674999999999,13.512542991432305,25,0,1.0
46,北區,房地(土地+建物),住,7,14,住宅大樓(11層含以上有電梯),4,1,0.0,3,21.326249999999998,22.50747318445578,13,0,0.35714285714285715
60,西屯區,房地(土地+建物),住,7,7,套房(1房1廳1衛),4,1,0.0,3,8.551675,13.798466382316915,25,0,0.42857142857142855
61,西屯區,房地(土地+建物)+車位,商,7,26,套房(1房1廳1衛),4,1,0.0,3,29.145874999999997,23.3309173253505,10,1,0.7692307692307693
73,西屯區,房地(土地+建物),商,7,10,套房(1房1廳1衛),4,1,0.0,6,28.692124999999997,16.27624304578347,27,0,0.5
74,南屯區,房地(土地+建物),住,7,17,住宅大樓(11層含以上有電梯),4,1,0.0,7,35.498374999999996,19.719212499163696,25,0,0.47058823529411764
76,西屯區,房地(土地+建物)+車位,住,7,15,住宅大樓(11層含以上有電梯),4,1,0.0,5,41.318475,21.297978688710074,13,1,0.3333333333333333
82,南屯區,房地(土地+建物)+車位,住,7,16,住宅大樓(11層含以上有電梯),4,1,0.0,7,53.07362499999999,17.89966296818806,24,1,0.75
94,南屯區,房地(土地+建物)+車位,住,7,16,套房(1房1廳1衛),4,1,60.0,3,23.374174999999997,17.326814743194145,26,1,0.625
95,西屯區,房地(土地+建物),住,7,15,住宅大樓(11層含以上有電梯),4,1,0.0,4,19.5415,20.46925773354144,24,0,0.2
98,西屯區,房地(土地+建物),住,7,6,華廈(10層含以下有電梯),4,1,0.0,4,14.468575,24.743279832326266,24,0,0.5
106,神岡區,房地(土地+建物),住,7,6,華廈(10層含以下有電梯),4,1,0.0,7,39.68195,12.499385740872109,26,0,0.8333333333333334
176,東勢區,房地(土地+建物),住,7,3,透天厝,4,0,0.0,7,41.46065,12.783205280187358,30,0,1.0
181,大雅區,房地(土地+建物),住,7,5,公寓(5樓含以下無電梯),4,0,0.0,4,16.589100000000002,15.070136414874826,38,0,0.8
182,潭子區,房地(土地+建物)+車位,住,7,6,華廈(10層含以下有電梯),4,1,0.0,7,41.60585,14.132627983805163,25,1,0.5
196,大里區,房地(土地+建物)+車位,住,7,3,透天厝,4,1,0.0,8,60.421350000000004,13.24035295470889,29,1,1.0
269,潭子區,房地(土地+建物)+車位,住,7,13,住宅大樓(11層含以上有電梯),4,1,0.0,9,56.497925,13.628819111498341,24,1,0.5384615384615384
283,清水區,房地(土地+建物),住,7,4,透天厝,4,0,0.0,9,49.976025,16.167752437293682,1,0,1.0
284,梧棲區,房地(土地+建物),住,7,5,華廈(10層含以下有電梯),4,1,0.0,6,25.588475,15.084916158544033,0,0,0.6
286,梧棲區,房地(土地+建物)+車位,住,7,5,華廈(10層含以下有電梯),4,1,90.0,6,31.5447,15.787121132868597,0,1,0.4
316,神岡區,房地(土地+建物),住,7,16,住宅大樓(11層含以上有電梯),4,1,0.0,7,33.426249999999996,10.470812609850045,25,0,0.75
326,豐原區,房地(土地+建物)+車位,住,7,22,住宅大樓(11層含以上有電梯),4,1,0.0,8,68.18955,15.104953764909727,14,1,0.5454545454545454
337,西屯區,房地(土地+建物),住,7,5,公寓(5樓含以下無電梯),4,0,0.0,6,38.251125,13.986516736435856,36,0,0.6
338,南屯區,房地(土地+建物)+車位,商,7,14,住宅大樓(11層含以上有電梯),4,1,0.0,6,36.3121,24.23434612704856,20,1,0.35714285714285715
352,西屯區,房地(土地+建物)+車位,住,7,8,華廈(10層含以下有電梯),4,1,0.0,6,31.363200000000003,18.49301091725334,26,1,0.625
353,西屯區,房地(土地+建物)+車位,商,7,11,住宅大樓(11層含以上有電梯),4,1,70.0,8,54.98845,17.821924422310502,29,1,0.8181818181818182
360,南屯區,房地(土地+建物),住,7,8,華廈(10層含以下有電梯),4,1,0.0,3,13.306975,20.290111013209238,26,0,0.875
404,北區,房地(土地+建物)+車位,商,7,22,住宅大樓(11層含以上有電梯),4,1,0.0,7,53.83895,17.83095695588417,23,2,0.6363636363636364
407,北區,房地(土地+建物)+車位,住,7,7,華廈(10層含以下有電梯),4,1,0.0,6,27.857225,21.71788467803236,7,1,0.5714285714285714
409,北屯區,房地(土地+建物),住,7,13,住宅大樓(11層含以上有電梯),4,1,0.0,4,20.41875,18.12059993878176,25,0,0.3076923076923077
418,北屯區,房地(土地+建物)+車位,住,7,8,華廈(10層含以下有電梯),4,1,0.0,8,40.3898,16.093172038484962,27,1,1.0
474,南區,房地(土地+建物),住,7,7,華廈(10層含以下有電梯),4,1,0.0,7,33.574475,14.296575002289686,26,0,0.5714285714285714
503,中區,房地(土地+建物),商,7,11,套房(1房1廳1衛),4,1,0.0,2,15.714875000000001,10.181436377954007,38,0,0.7272727272727273
514,北屯區,房地(土地+建物),商,7,24,套房(1房1廳1衛),4,1,0.0,3,9.1355,20.36013354496196,23,0,0.625
527,北區,房地(土地+建物),住,7,10,華廈(10層含以下有電梯),4,0,0.0,5,28.64675,13.893373593863178,34,0,0.8
582,北屯區,房地(土地+建物),住,7,10,華廈(10層含以下有電梯),4,1,0.0,6,32.261625,16.428186738888694,8,0,0.2
607,南屯區,房地(土地+建物),商,7,12,住宅大樓(11層含以上有電梯),4,1,0.0,5,23.567774999999997,25.45849152073117,24,0,0.5
612,西屯區,房地(土地+建物)+車位,其他,7,28,住宅大樓(11層含以上有電梯),4,1,0.0,8,61.658575,27.89555224070618,13,1,0.7142857142857143
621,南屯區,房地(土地+建物)+車位,其他,7,14,住宅大樓(11層含以上有電梯),4,1,0.0,7,40.716499999999996,18.125330025910873,24,1,0.7857142857142857
670,大雅區,房地(土地+建物)+車位,住,7,14,住宅大樓(11層含以上有電梯),4,1,0.0,7,37.44345,15.222956217976709,25,1,0.8571428571428571
682,烏日區,房地(土地+建物),住,7,2,透天厝,5,0,0.0,7,26.172299999999996,21.77875081670316,41,0,1.0
710,龍井區,房地(土地+建物),住,7,10,華廈(10層含以下有電梯),4,1,0.0,7,45.64422499999999,13.145145963153062,28,0,0.5
717,西屯區,房地(土地+建物),商,7,12,住宅大樓(11層含以上有電梯),4,1,0.0,7,41.445524999999996,17.589353736018545,25,0,0.75
736,龍井區,房地(土地+建物)+車位,住,7,8,華廈(10層含以下有電梯),4,0,0.0,5,34.2551,10.10068573730627,24,1,0.375
767,潭子區,房地(土地+建物),住,7,7,華廈(10層含以下有電梯),4,1,0.0,7,36.4936,11.782887958436547,28,0,0.5714285714285714
774,潭子區,房地(土地+建物),住,7,17,住宅大樓(11層含以上有電梯),4,1,0.0,8,37.428325,13.358866580323859,25,0,0.47058823529411764
775,大雅區,房地(土地+建物),住,7,14,住宅大樓(11層含以上有電梯),4,1,0.0,5,20.167675,13.387760364047914,26,0,0.7142857142857143
799,豐原區,房地(土地+建物)+車位,住,7,6,華廈(10層含以下有電梯),4,0,0.0,7,34.2551,16.056003339648694,26,1,0.6666666666666666
807,西屯區,房地(土地+建物)+車位,住,7,12,套房(1房1廳1衛),4,1,120.0,3,31.680825,23.673625923567332,12,1,0.9166666666666666
814,南屯區,房地(土地+建物)+車位,商,7,7,華廈(10層含以下有電梯),4,1,0.0,8,63.515924999999996,16.84616889386402,25,1,0.7142857142857143
816,南屯區,房地(土地+建物),住,7,12,套房(1房1廳1衛),4,1,0.0,2,8.702925,16.08654561541091,29,0,0.8333333333333334
824,西屯區,房地(土地+建物),商,7,8,華廈(10層含以下有電梯),4,1,0.0,5,21.994774999999997,20.36847387618196,26,0,0.75
857,北屯區,房地(土地+建物),住,7,2,透天厝,4,0,0.0,7,28.695149999999998,41.12193175501783,49,0,1.0
860,北屯區,房地(土地+建物)+車位,商,7,21,住宅大樓(11層含以上有電梯),4,1,0.0,7,61.4075,23.61275088547816,6,1,0.2857142857142857
891,南區,房地(土地+建物)+車位,住,7,8,華廈(10層含以下有電梯),4,1,0.0,7,62.926050000000004,14.62033609292177,25,1,0.875
893,西區,房地(土地+建物),住,7,13,住宅大樓(11層含以上有電梯),4,1,0.0,7,42.5073,20.349445859887595,20,0,1.0
900,南區,房地(土地+建物),住,7,5,套房(1房1廳1衛),4,0,0.0,3,10.263824999999999,12.665843386846523,34,0,0.6
906,南區,房地(土地+建物),住,7,2,透天厝,5,0,0.0,5,20.96325,42.45524906681932,43,0,1.0
948,南屯區,房地(土地+建物),住,7,2,透天厝,5,0,0.0,7,18.634,45.508210797466994,44,0,1.0
1045,大里區,房地(土地+建物),住,7,6,華廈(10層含以下有電梯),4,0,0.0,5,38.571775,11.666561883657156,29,0,0.3333333333333333
1067,太平區,房地(土地+建物),住,7,1,透天厝,5,0,0.0,5,13.978525,16.811501928851577,43,0,1.0
1083,西屯區,房地(土地+建物),住,7,2,透天厝,5,0,0.0,6,17.030749999999998,35.23039208490525,31,0,1.0
1178,大里區,房地(土地+建物),住,7,5,公寓(5樓含以下無電梯),4,0,0.0,5,25.866775,13.801488589126398,37,0,0.8
1183,大雅區,房地(土地+建物),住,7,2,透天厝,5,0,0.0,8,54.592175,18.097831786332016,38,0,1.0
1205,梧棲區,房地(土地+建物),住,7,12,住宅大樓(11層含以上有電梯),4,1,0.0,7,31.56285,11.247400028831363,21,0,0.4166666666666667
1242,豐原區,房地(土地+建物),住,7,3,透天厝,4,0,0.0,7,37.388999999999996,20.059375752226593,35,0,1.0
1247,豐原區,房地(土地+建物),住,7,7,華廈(10層含以下有電梯),4,0,0.0,7,18.4162,16.561505630911913,25,0,0.5714285714285714
1268,南屯區,房地(土地+建物)+車位,住,7,7,華廈(10層含以下有電梯),4,1,0.0,7,48.874925,14.117668722765304,28,1,0.8571428571428571
1339,西區,房地(土地+建物),住,7,19,套房(1房1廳1衛),4,1,0.0,3,10.33945,12.573202636503877,24,0,0.3684210526315789
1355,東區,房地(土地+建物)+車位,住,7,13,住宅大樓(11層含以上有電梯),4,1,0.0,7,35.80995,14.939981764844687,25,1,1.0
1356,南區,房地(土地+建物),商,7,12,住宅大樓(11層含以上有電梯),4,1,0.0,7,29.1247,13.356360752213757,25,0,0.5833333333333334
1363,西區,房地(土地+建物)+車位,住,7,13,住宅大樓(11層含以上有電梯),4,1,0.0,8,70.05295,19.057013302080783,25,2,0.7692307692307693
1373,南區,房地(土地+建物),住,7,5,公寓(5樓含以下無電梯),4,0,0.0,6,23.277375,13.102852018322514,38,0,1.0
1474,豐原區,房地(土地+建物),商,7,11,套房(1房1廳1衛),4,1,0.0,2,10.542125,17.26407152258202,26,0,0.5454545454545454
1491,梧棲區,房地(土地+建物)+車位,住,7,12,住宅大樓(11層含以上有電梯),4,1,0.0,7,38.347925,10.848044581290905,21,1,0.9166666666666666
1544,龍井區,房地(土地+建物),住,7,13,住宅大樓(11層含以上有電梯),4,1,0.0,7,33.459525,10.63972067744536,24,0,0.23076923076923078
1598,大里區,房地(土地+建物),住,7,2,透天厝,5,0,0.0,7,24.502499999999998,33.547597183960825,38,0,1.0
1614,潭子區,房地(土地+建物),住,7,2,透天厝,5,0,0.0,8,41.382000000000005,28.273162244454106,43,0,1.0
1627,沙鹿區,房地(土地+建物),住,7,5,華廈(10層含以下有電梯),4,0,0.0,6,22.397100000000002,20.98485964700787,5,0,0.6
1646,清水區,房地(土地+建物),商,7,4,公寓(5樓含以下無電梯),4,0,0.0,5,57.299549999999996,10.99485074490114,29,0,0.5
1649,清水區,房地(土地+建物)+車位,住,7,14,住宅大樓(11層含以上有電梯),4,1,0.0,7,54.392525,11.064020285875678,14,0,0.5
1659,豐原區,房地(土地+建物),商,7,5,公寓(5樓含以下無電梯),4,1,0.0,7,31.15145,13.964036987042336,31,0,0.8
1661,神岡區,房地(土地+建物)+車位,住,7,8,華廈(10層含以下有電梯),4,1,0.0,7,46.073775,11.893967880860641,23,1,0.625
1693,西屯區,房地(土地+建物)+車位,其他,7,7,華廈(10層含以下有電梯),4,0,0.0,7,38.841,15.4475940372287,25,1,1.0
1742,東區,房地(土地+建物),商,7,12,套房(1房1廳1衛),4,1,0.0,2,7.6593,14.36162573603332,36,0,0.75
1752,西區,房地(土地+建物)+車位,其他,7,24,住宅大樓(11層含以上有電梯),4,1,0.0,7,69.1757,20.961117849186923,21,1,0.7083333333333334
1801,北屯區,房地(土地+建物)+車位,商,7,17,套房(1房1廳1衛),4,1,80.0,3,23.755325,22.1003080361982,9,1,0.47058823529411764
1821,西屯區,房地(土地+建物)+車位,商,7,10,華廈(10層含以下有電梯),4,1,0.0,5,37.706625,24.664100804566836,10,1,0.6
1853,豐原區,房地(土地+建物)+車位,商,7,12,住宅大樓(11層含以上有電梯),4,1,0.0,8,41.820625,19.846666567034806,9,1,0.8333333333333334
1968,大雅區,房地(土地+建物)+車位,住,7,8,華廈(10層含以下有電梯),4,1,0.0,7,38.7563,14.346054705944582,20,1,0.125
1969,潭子區,房地(土地+建物),住,7,13,公寓(5樓含以下無電梯),4,0,0.0,5,30.855,12.963863231242911,24,0,0.15384615384615385
2044,北區,房地(土地+建物),商,7,5,公寓(5樓含以下無電梯),4,0,0.0,7,25.969624999999997,14.825011912956002,39,0,0.8
2139,南屯區,房地(土地+建物),住,7,5,公寓(5樓含以下無電梯),4,0,0.0,7,27.533549999999998,18.886049928178533,37,0,0.4
2154,西屯區,房地(土地+建物),其他,7,14,住宅大樓(11層含以上有電梯),4,1,0.0,6,28.247449999999997,20.001805472706387,21,0,0.6428571428571429
2183,豐原區,房地(土地+建物),商,7,10,華廈(10層含以下有電梯),4,1,0.0,3,7.892225,18.3725121876277,24,0,0.7
2189,后里區,房地(土地+建物),住,7,2,透天厝,5,0,0.0,7,39.249375,16.560773260720712,43,0,1.0
2195,大甲區,房地(土地+建物),住,7,2,公寓(5樓含以下無電梯),4,0,0.0,4,15.533375,16.094377429245093,39,0,1.0
2205,沙鹿區,房地(土地+建物),住,7,4,透天厝,4,0,0.0,3,67.200375,13.928493702602108,23,0,1.0
2315,沙鹿區,房地(土地+建物)+車位,住,7,9,華廈(10層含以下有電梯),4,1,0.0,7,41.257974999999995,15.269775116204809,7,1,0.8888888888888888
2379,北屯區,房地(土地+建物),商,7,3,透天厝,4,0,0.0,9,36.847525,36.094690213250416,36,0,1.0
2521,西屯區,房地(土地+建物)+車位,住,7,4,公寓(5樓含以下無電梯),4,0,0.0,7,35.734325,19.029322647062735,36,1,1.0
2574,大雅區,房地(土地+建物),住,7,7,華廈(10層含以下有電梯),4,1,0.0,7,36.411925000000004,11.205120300560873,25,0,0.42857142857142855
2576,潭子區,房地(土地+建物)+車位,住,7,5,公寓(5樓含以下無電梯),4,1,0.0,7,35.268475,13.18457914610711,23,1,0.6
2603,太平區,房地(土地+建物),住,7,12,套房(1房1廳1衛),4,1,0.0,3,6.5219,13.49300050598752,25,0,1.0
2638,中區,房地(土地+建物),商,7,11,住宅大樓(11層含以上有電梯),4,1,0.0,3,47.084125,12.743148566528527,38,0,0.36363636363636365
2642,龍井區,房地(土地+建物),住,7,3,透天厝,5,0,0.0,9,45.64725,28.041119673145698,39,0,1.0
2655,太平區,房地(土地+建物),住,7,12,住宅大樓(11層含以上有電梯),4,1,0.0,5,23.0505,14.880371358538861,25,0,0.9166666666666666
2691,梧棲區,房地(土地+建物),住,7,4,透天厝,4,1,0.0,3,81.69315,15.545979069236527,4,0,1.0
2702,大甲區,房地(土地+建物),住,7,2,透天厝,4,0,0.0,7,18.4646,14.442045860728097,42,0,1.0
